key,value
ENSCAFG00000016072,0.8717948717948718
ENSCAFG00000005023,0.6282051282051282
ENSCAFG00000011225,0.6282051282051282
ENSCAFG00000011158,0.6153846153846154
ENSCAFG00000003665,0.5961538461538461
ENSCAFG00000029984,0.5897435897435898
ENSCAFG00000005835,0.5833333333333334
ENSCAFG00000001316,0.5641025641025641
ENSCAFG00000025443,0.5512820512820513
ENSCAFG00000031355,0.5384615384615384
ENSCAFG00000019071,0.5256410256410257
ENSCAFG00000001672,0.4871794871794872
ENSCAFG00000004237,0.4871794871794872
ENSCAFG00000005330,0.4871794871794872
ENSCAFG00000012762,0.4743589743589744
ENSCAFG00000003331,0.47435897435897434
ENSCAFG00000006240,0.44871794871794873
ENSCAFG00000025287,0.44871794871794873
ENSCAFG00000028656,0.4294871794871795
ENSCAFG00000006735,0.42307692307692313
ENSCAFG00000009569,0.42307692307692313
ENSCAFG00000028669,0.4102564102564103
ENSCAFG00000029479,0.40384615384615385
ENSCAFG00000011168,0.39743589743589747
ENSCAFG00000010274,0.38461538461538464
ENSCAFG00000023923,0.3717948717948718
ENSCAFG00000017656,0.35897435897435903
ENSCAFG00000023928,0.358974358974359
ENSCAFG00000025299,0.358974358974359
ENSCAFG00000002835,0.34615384615384615
ENSCAFG00000016518,0.33333333333333337
ENSCAFG00000008523,0.32051282051282054
ENSCAFG00000015883,0.3076923076923077
ENSCAFG00000031742,0.3076923076923077
ENSCAFG00000013940,0.29487179487179493
ENSCAFG00000018470,0.28205128205128205
ENSCAFG00000004855,0.2692307692307693
ENSCAFG00000030137,0.2692307692307693
ENSCAFG00000001835,0.25641025641025644
ENSCAFG00000000257,0.2307692307692308
ENSCAFG00000000408,0.21794871794871798
ENSCAFG00000005056,0.21794871794871795
ENSCAFG00000014860,0.21794871794871795
ENSCAFG00000001635,0.1923076923076923
ENSCAFG00000007621,0.17948717948717946
